monthly_txn_volume,avg_txn_size,business_tenure_months,iot_device_uptime_pct,payment_consistency_score,industry_sector,monthly_revenue,num_employees,credit_approved,credit_limit,risk_tier
97,47980.85,99,94.05,0.8451,services,500000.0,92,1,402504,LOW
414,24418.31,3,88.54,0.8563,logistics,500000.0,85,1,328692,MEDIUM
462,5531.32,208,86.18,0.4526,services,500000.0,87,1,387760,LOW
94,27420.58,197,100.0,0.6808,fnb,500000.0,139,1,410310,LOW
422,22746.15,85,92.97,0.69,services,500000.0,120,1,383579,LOW
119,42225.64,125,96.06,0.6067,retail,500000.0,194,1,370989,MEDIUM
109,4949.22,138,98.69,0.5629,retail,333432.51,84,1,267242,MEDIUM
395,24437.64,83,93.07,0.6726,manufacturing,500000.0,24,1,360272,MEDIUM
200,7544.93,25,93.93,0.1894,tech,500000.0,119,0,50000,HIGH
318,16267.56,68,83.31,0.4316,manufacturing,500000.0,89,1,361300,MEDIUM
118,36880.99,61,84.83,0.5044,retail,500000.0,37,1,349790,MEDIUM
497,23827.11,29,84.42,0.8247,fnb,500000.0,86,1,385063,LOW
79,18825.62,127,96.84,0.3195,retail,500000.0,127,1,355096,MEDIUM
417,19754.09,19,92.57,0.4071,services,500000.0,152,1,335959,MEDIUM
380,22999.37,171,84.83,0.3104,retail,500000.0,15,0,50000,HIGH
424,39261.58,194,96.64,0.657,logistics,500000.0,12,1,404977,LOW
221,44609.63,74,96.35,0.4531,retail,500000.0,95,1,347680,MEDIUM
281,47768.97,61,86.44,0.7235,retail,500000.0,192,1,380079,MEDIUM
253,39355.82,171,91.78,0.4748,services,500000.0,31,1,353329,MEDIUM
168,15804.57,153,96.38,0.5791,retail,500000.0,181,1,357788,MEDIUM
398,34422.33,20,85.13,0.8588,manufacturing,500000.0,94,1,400594,LOW
361,21908.28,48,96.53,0.7277,tech,500000.0,84,1,369412,LOW
461,12770.8,211,94.41,0.4225,retail,500000.0,72,1,382810,LOW
412,42051.54,87,84.01,0.4025,fnb,500000.0,44,0,50000,HIGH
196,1969.4,152,93.76,0.7211,tech,261428.93,30,1,218564,MEDIUM
231,45093.01,139,94.93,0.828,manufacturing,500000.0,35,1,380859,LOW
181,23100.8,110,86.99,0.6496,tech,500000.0,21,1,370813,LOW
103,31878.21,226,87.62,0.9171,retail,500000.0,111,1,358245,LOW
500,32984.73,183,83.93,0.2705,fnb,500000.0,63,1,393903,LOW
40,44761.13,28,88.41,0.7283,retail,500000.0,92,1,337653,MEDIUM
470,31851.65,197,91.9,0.7495,fnb,500000.0,145,1,424220,LOW
491,30715.98,191,87.64,0.7962,manufacturing,500000.0,12,1,407709,LOW
100,3379.27,59,80.12,0.8573,retail,251591.82,146,0,50000,HIGH
156,25944.48,133,86.49,0.4743,services,500000.0,92,0,50000,HIGH
155,7550.94,51,88.66,0.4578,fnb,488451.29,60,0,50000,HIGH
194,36884.82,149,98.53,0.8389,logistics,500000.0,67,1,372769,MEDIUM
228,25635.48,12,96.76,0.9325,retail,500000.0,115,1,349916,MEDIUM
41,34027.38,50,98.69,0.2116,fnb,500000.0,15,0,50000,HIGH
272,2131.56,132,86.09,0.7201,manufacturing,192310.9,16,0,50000,HIGH
373,4285.36,113,93.13,0.2051,retail,500000.0,22,0,50000,HIGH
187,35830.35,170,72.62,0.9279,services,500000.0,118,1,419100,LOW
17,3650.61,212,95.43,0.5322,services,120459.4,113,0,50000,HIGH
283,3609.27,166,96.89,0.7428,logistics,408492.97,95,1,322189,MEDIUM
221,654.82,153,89.19,0.8381,manufacturing,31975.96,191,0,50000,HIGH
359,47827.24,14,94.36,0.5772,manufacturing,500000.0,159,1,355764,MEDIUM
365,36888.54,203,79.88,0.5289,tech,500000.0,1,1,401735,LOW
290,17694.91,32,85.59,0.7539,tech,500000.0,75,1,371996,LOW
277,14861.95,139,98.12,0.5604,manufacturing,500000.0,6,1,343893,MEDIUM
373,17517.68,189,96.09,0.7806,services,500000.0,87,1,410987,LOW
66,38743.94,146,88.71,0.7787,manufacturing,500000.0,137,1,385206,LOW
88,33085.46,155,98.49,0.795,fnb,500000.0,180,1,389211,LOW
372,9300.52,55,93.11,0.5285,tech,500000.0,62,1,332973,MEDIUM
221,8746.76,182,87.97,0.7636,manufacturing,500000.0,58,1,394704,LOW
346,4964.86,210,90.54,0.8714,fnb,500000.0,108,1,416802,LOW
401,33032.12,120,88.36,0.7581,retail,500000.0,19,1,371589,MEDIUM
191,38230.41,215,82.53,0.4902,retail,500000.0,109,1,366927,LOW
23,13289.07,75,100.0,0.4366,retail,218605.65,141,1,220935,MEDIUM
181,1096.2,21,87.46,0.6545,fnb,258141.06,123,1,232088,MEDIUM
104,4154.47,172,85.34,0.7909,fnb,234592.84,160,1,248699,LOW
400,48394.61,133,79.77,0.2895,retail,500000.0,100,1,400679,LOW
449,14807.47,87,70.91,0.7448,manufacturing,500000.0,9,0,50000,HIGH
237,38472.7,169,97.61,0.5175,retail,500000.0,49,1,373129,MEDIUM
407,31251.95,59,98.35,0.7517,retail,500000.0,165,1,412371,LOW
80,19127.89,89,100.0,0.3272,services,500000.0,31,1,348504,MEDIUM
269,10324.08,233,90.81,0.6561,logistics,500000.0,159,1,373779,LOW
459,6113.25,182,89.42,0.5045,services,500000.0,59,1,386127,LOW
288,30769.9,202,87.94,0.156,fnb,500000.0,183,1,395211,LOW
210,38742.96,150,88.67,0.6602,services,500000.0,147,1,356550,LOW
227,32213.02,83,100.0,0.7051,fnb,500000.0,191,1,362343,MEDIUM
388,26538.59,65,91.79,0.5489,fnb,500000.0,130,1,362949,MEDIUM
56,2145.46,64,95.02,0.3506,retail,213364.23,45,1,163782,HIGH
343,48426.01,71,88.46,0.4974,services,500000.0,96,1,358452,MEDIUM
371,39945.77,4,100.0,0.547,manufacturing,500000.0,43,1,362535,MEDIUM
148,14676.46,193,76.76,0.6498,manufacturing,500000.0,98,1,355438,MEDIUM
377,48999.52,143,82.24,0.791,fnb,500000.0,1,1,402048,LOW
73,30113.99,104,95.04,0.6866,logistics,500000.0,189,1,351253,MEDIUM
103,29142.01,204,100.0,0.5604,fnb,500000.0,131,1,375265,LOW
400,37416.26,150,90.2,0.5037,retail,500000.0,91,1,366901,LOW
29,40597.9,214,85.26,0.8267,fnb,448244.71,44,0,50000,HIGH
440,32841.11,175,100.0,0.3911,services,500000.0,135,1,403850,LOW
383,6448.38,209,94.59,0.7261,retail,500000.0,33,1,383613,LOW
473,16946.46,93,100.0,0.8132,manufacturing,500000.0,137,1,408313,LOW
488,46407.78,174,81.68,0.6725,logistics,500000.0,30,1,411095,LOW
57,11269.55,142,100.0,0.7778,fnb,288431.97,146,0,50000,HIGH
155,18639.74,178,79.61,0.4483,services,500000.0,56,1,374245,MEDIUM
148,21632.24,148,89.69,0.7186,fnb,500000.0,105,1,377503,MEDIUM
61,21998.28,178,95.3,0.8136,fnb,490101.98,31,1,358692,MEDIUM
43,30666.33,112,93.49,0.9344,retail,499133.77,200,1,401958,LOW
113,47156.64,161,100.0,0.6458,tech,500000.0,191,1,414531,LOW
185,12072.6,119,77.39,0.3414,fnb,500000.0,178,0,50000,HIGH
46,6118.99,59,93.13,0.521,logistics,286686.02,89,0,50000,HIGH
190,9913.65,43,100.0,0.4827,retail,500000.0,1,1,362744,MEDIUM
427,44351.9,207,92.47,0.3385,logistics,500000.0,110,1,404685,LOW
402,32308.25,12,82.86,0.3072,logistics,500000.0,82,0,50000,HIGH
227,14331.04,40,100.0,0.4398,manufacturing,500000.0,19,1,328902,HIGH
126,40806.55,118,86.81,0.5737,tech,500000.0,115,0,50000,HIGH
137,43075.43,20,85.41,0.8219,retail,500000.0,126,1,386019,LOW
167,42333.39,222,84.4,0.3469,services,500000.0,64,1,366306,MEDIUM
219,45950.38,166,90.41,0.5071,manufacturing,500000.0,53,1,380912,LOW
225,12649.44,131,93.46,0.2203,services,500000.0,6,0,50000,HIGH
239,37764.34,156,81.85,0.5275,logistics,500000.0,17,0,50000,HIGH
335,23053.95,184,83.49,0.8927,retail,500000.0,46,1,419551,LOW
150,42107.83,90,86.44,0.8137,retail,500000.0,200,1,388704,LOW
243,36438.11,94,84.36,0.158,fnb,500000.0,118,1,326318,MEDIUM
80,38833.55,13,92.29,0.4438,logistics,500000.0,73,1,330931,HIGH
13,32825.28,205,94.89,0.4611,tech,151763.8,101,1,156310,HIGH
78,8912.57,66,93.79,0.5902,services,388900.75,183,1,332908,MEDIUM
446,27274.09,37,93.8,0.8348,services,500000.0,91,1,362847,LOW
496,49234.25,177,100.0,0.8118,manufacturing,500000.0,6,1,405470,LOW
405,46872.53,230,95.39,0.8612,manufacturing,500000.0,198,1,396958,LOW
257,2206.53,66,98.27,0.7515,retail,337750.01,109,1,299046,MEDIUM
234,8282.5,36,88.68,0.278,manufacturing,500000.0,196,0,50000,HIGH
11,6629.85,182,99.55,0.1923,services,115645.3,40,0,50000,HIGH
178,36312.7,26,88.3,0.9026,services,500000.0,91,0,50000,HIGH
145,40898.38,75,95.29,0.7557,retail,500000.0,66,1,359279,LOW
172,10714.89,200,81.03,0.5948,logistics,500000.0,137,0,50000,HIGH
174,25317.34,108,93.33,0.9196,logistics,500000.0,11,1,366964,LOW
397,42043.12,168,84.2,0.7879,manufacturing,500000.0,148,1,407048,LOW
438,36653.44,43,99.49,0.9201,manufacturing,500000.0,116,1,428112,LOW
287,27134.75,150,99.01,0.8522,services,500000.0,43,1,370833,LOW
126,29537.87,148,88.27,0.6924,manufacturing,500000.0,58,0,50000,HIGH
198,25442.61,8,100.0,0.8357,fnb,500000.0,154,1,368987,MEDIUM
9,14912.55,29,89.71,0.4163,logistics,53157.95,38,0,50000,HIGH
33,28272.85,40,79.1,0.4652,services,434813.93,94,0,50000,HIGH
169,34459.82,218,85.77,0.7864,manufacturing,500000.0,36,1,423430,LOW
426,43672.48,158,83.65,0.3978,manufacturing,500000.0,183,1,394603,LOW
343,31832.75,209,95.04,0.6373,manufacturing,500000.0,6,1,375588,LOW
140,38068.02,128,82.12,0.8045,logistics,500000.0,131,1,374230,LOW
500,8045.58,84,87.69,0.325,services,500000.0,65,1,366024,MEDIUM
369,23104.8,116,94.52,0.4686,logistics,500000.0,124,0,50000,HIGH
325,516.11,183,93.11,0.6558,services,94762.06,192,0,50000,HIGH
346,12371.61,144,91.9,0.6387,tech,500000.0,186,1,393536,LOW
149,36336.76,174,93.01,0.3887,logistics,500000.0,117,1,391024,LOW
331,49590.91,62,89.04,0.5417,retail,500000.0,186,1,388073,LOW
221,5003.95,235,79.17,0.6853,logistics,487519.09,18,1,385637,LOW
305,20104.64,7,88.83,0.3569,services,500000.0,151,1,336537,MEDIUM
136,40013.54,208,95.75,0.4503,tech,500000.0,96,1,367113,MEDIUM
296,10241.58,45,90.9,0.8812,manufacturing,500000.0,157,0,50000,HIGH
74,27776.49,187,95.13,0.6336,retail,500000.0,151,1,377439,MEDIUM
256,36666.91,239,87.31,0.5236,fnb,500000.0,128,1,376362,LOW
419,30818.47,184,99.95,0.4082,services,500000.0,36,0,50000,HIGH
279,9441.84,176,71.55,0.8886,logistics,500000.0,70,1,391532,LOW
449,17801.46,155,93.13,0.7786,manufacturing,500000.0,95,1,404652,LOW
368,39200.4,181,100.0,0.2797,fnb,500000.0,134,1,370724,MEDIUM
186,27733.61,215,100.0,0.7239,manufacturing,500000.0,162,1,410765,LOW
171,311.22,88,90.15,0.6436,services,11321.86,44,1,70714,HIGH
95,38061.49,73,81.39,0.5526,retail,500000.0,44,0,50000,HIGH
206,1813.8,163,100.0,0.3138,fnb,159190.86,27,1,155511,MEDIUM
350,37299.4,179,91.59,0.7247,fnb,500000.0,100,0,50000,HIGH
23,10163.9,212,90.73,0.6589,retail,251594.2,52,0,50000,HIGH
43,47905.77,37,84.86,0.7059,retail,500000.0,170,1,336259,MEDIUM
130,18428.64,234,82.0,0.5812,retail,500000.0,25,0,50000,HIGH
455,16380.23,209,96.51,0.6641,logistics,500000.0,74,1,421901,LOW
177,7486.96,239,97.36,0.7395,fnb,476341.15,39,1,383473,LOW
145,15314.93,223,93.61,0.4839,fnb,500000.0,167,1,373344,MEDIUM
246,43838.71,119,85.89,0.6401,retail,500000.0,140,1,371344,LOW
224,49816.9,57,83.48,0.8019,services,500000.0,139,1,400027,LOW
130,18447.06,8,80.54,0.244,services,500000.0,113,1,339854,MEDIUM
62,22458.1,207,87.52,0.6673,retail,500000.0,3,1,382351,MEDIUM
152,36117.44,95,83.95,0.7528,manufacturing,500000.0,115,1,374014,MEDIUM
480,44315.48,117,78.33,0.8604,manufacturing,500000.0,22,1,366661,LOW
460,29672.56,222,97.21,0.5509,fnb,500000.0,4,1,391500,LOW
321,19606.71,110,81.45,0.2674,services,500000.0,136,0,50000,HIGH
387,20660.46,20,99.87,0.7285,services,500000.0,14,1,369498,MEDIUM
365,34796.13,124,95.15,0.5334,retail,500000.0,14,1,361740,LOW
427,210.75,231,94.35,0.8629,manufacturing,59054.18,16,1,180116,LOW
5,30998.49,53,100.0,0.5781,logistics,85823.22,160,0,50000,HIGH
391,17806.88,119,81.71,0.4926,manufacturing,500000.0,64,1,374425,MEDIUM
465,39720.16,12,98.99,0.6521,fnb,500000.0,16,0,50000,HIGH
352,4694.88,177,89.62,0.4486,tech,500000.0,52,1,410063,LOW
194,29430.7,17,100.0,0.702,services,500000.0,19,1,320735,MEDIUM
195,24074.6,64,88.95,0.4937,fnb,500000.0,69,0,50000,HIGH
373,32134.16,42,87.66,0.4489,fnb,500000.0,140,0,50000,HIGH
413,3289.44,94,95.4,0.6993,manufacturing,484270.82,93,1,379792,LOW
316,29020.19,157,90.33,0.5277,logistics,500000.0,5,1,381397,MEDIUM
421,28096.16,147,85.93,0.7761,fnb,500000.0,42,1,384135,LOW
426,28054.97,238,84.24,0.6644,fnb,500000.0,17,1,403825,LOW
121,30194.21,11,100.0,0.3804,manufacturing,500000.0,111,0,50000,HIGH
138,33839.57,98,82.69,0.7936,tech,500000.0,72,1,354937,MEDIUM
62,40259.2,178,93.78,0.9412,retail,500000.0,104,1,387135,MEDIUM
48,13527.54,71,100.0,0.755,logistics,223589.4,94,1,236150,MEDIUM
177,41261.22,108,100.0,0.8512,services,500000.0,10,1,379857,LOW
164,24937.87,58,87.19,0.8735,logistics,500000.0,16,1,329963,MEDIUM
177,3899.06,34,90.35,0.5173,services,282549.64,144,0,50000,HIGH
321,2974.62,20,88.8,0.6616,fnb,300399.66,42,0,50000,HIGH
307,16745.2,50,79.72,0.6057,manufacturing,500000.0,3,1,356008,MEDIUM
153,39255.6,102,96.3,0.4668,tech,500000.0,151,1,368391,MEDIUM
84,35398.66,216,92.31,0.8138,fnb,500000.0,121,1,381345,LOW
378,39441.32,138,100.0,0.2812,services,500000.0,156,1,382143,MEDIUM
217,25887.59,160,85.41,0.289,fnb,500000.0,173,1,363297,LOW
207,22037.94,52,100.0,0.086,retail,500000.0,196,1,362822,MEDIUM
256,7415.25,15,100.0,0.3375,logistics,500000.0,24,0,50000,HIGH
233,16443.23,229,92.38,0.1958,retail,500000.0,19,1,365148,LOW
168,21729.27,84,74.63,0.6593,logistics,500000.0,75,1,363817,LOW
231,4475.59,131,87.9,0.9344,services,434982.21,40,1,345785,MEDIUM
151,11069.57,37,100.0,0.5512,tech,500000.0,46,1,339561,MEDIUM
24,29931.35,126,94.38,0.3709,retail,458354.98,40,0,50000,HIGH
445,36796.37,40,97.55,0.4036,retail,500000.0,62,1,360990,MEDIUM
406,49917.46,72,91.29,0.5115,retail,500000.0,18,1,392015,LOW
51,46659.01,40,90.21,0.7413,logistics,500000.0,140,0,50000,HIGH
237,32146.13,236,77.06,0.8382,services,500000.0,142,1,394810,LOW
309,21091.34,56,98.36,0.4002,retail,500000.0,82,1,343200,MEDIUM
18,31827.06,151,100.0,0.8032,logistics,359169.29,189,1,294487,MEDIUM
147,39293.3,104,84.39,0.3233,logistics,500000.0,108,0,50000,HIGH
419,5960.89,139,90.57,0.371,logistics,500000.0,12,0,50000,HIGH
5,20524.75,110,89.49,0.8119,fnb,38039.39,104,1,124197,MEDIUM
377,41998.12,192,95.36,0.7896,fnb,500000.0,155,1,384197,LOW
58,19222.46,136,87.65,0.6437,manufacturing,474412.58,134,1,374771,LOW
378,28615.02,93,99.45,0.4335,services,500000.0,88,1,356399,LOW
263,29409.08,94,92.57,0.6501,retail,500000.0,115,1,366259,LOW
148,9264.59,56,71.6,0.9421,fnb,500000.0,33,1,370729,MEDIUM
475,18143.66,60,95.54,0.655,tech,500000.0,118,1,349064,LOW
445,16758.84,138,99.97,0.8568,retail,500000.0,80,1,425866,LOW
463,1358.53,39,82.78,0.1804,manufacturing,418269.86,178,0,50000,HIGH
16,1258.38,28,95.27,0.2344,services,193271.94,12,0,50000,HIGH
334,41593.27,49,100.0,0.9571,manufacturing,500000.0,95,1,370254,LOW
228,13689.89,164,92.9,0.6574,manufacturing,500000.0,185,1,389310,LOW
276,25928.03,125,100.0,0.2847,services,500000.0,53,1,364000,MEDIUM
460,14971.34,13,88.46,0.3305,fnb,500000.0,13,1,382795,MEDIUM
362,47036.93,224,91.86,0.965,logistics,500000.0,122,1,412290,LOW
464,13001.87,36,90.36,0.6463,fnb,500000.0,200,1,334691,MEDIUM
412,21511.36,101,88.9,0.5898,logistics,500000.0,102,0,50000,HIGH
160,43642.88,26,90.82,0.7435,manufacturing,500000.0,131,1,342747,MEDIUM
377,42104.58,86,78.95,0.639,services,500000.0,192,1,386956,LOW
12,9345.77,4,89.35,0.3636,fnb,129013.53,58,0,50000,HIGH
126,40142.03,223,100.0,0.5639,retail,500000.0,4,1,337798,MEDIUM
352,22936.43,82,84.29,0.7995,manufacturing,500000.0,173,0,50000,HIGH
168,24174.3,192,83.47,0.6287,retail,500000.0,66,1,369308,LOW
94,6717.32,166,92.49,0.7358,tech,419604.14,115,1,335409,MEDIUM
140,4076.05,127,92.89,0.4777,tech,240493.93,36,1,229761,MEDIUM
190,36410.57,88,95.02,0.8846,retail,500000.0,23,1,338080,MEDIUM
320,24848.23,127,91.09,0.2164,retail,500000.0,19,0,50000,HIGH
182,21870.69,120,92.57,0.2646,fnb,500000.0,40,0,50000,HIGH
32,36488.94,215,89.19,0.3669,tech,363890.62,72,0,50000,HIGH
224,38287.37,22,81.79,0.5878,fnb,500000.0,144,0,50000,HIGH
361,7987.46,130,91.43,0.6874,fnb,500000.0,58,0,50000,HIGH
45,30530.75,31,97.8,0.8891,manufacturing,500000.0,107,1,345089,MEDIUM
232,6810.94,119,96.12,0.645,retail,471158.36,18,0,50000,HIGH
196,37581.19,11,78.05,0.7642,fnb,500000.0,36,1,333728,MEDIUM
415,32864.91,220,94.02,0.4897,fnb,500000.0,152,1,389181,LOW
451,47832.9,46,84.86,0.3955,manufacturing,500000.0,129,0,50000,HIGH
149,3494.45,96,100.0,0.3799,retail,334101.46,1,0,50000,HIGH
205,2899.88,190,94.61,0.9034,services,227724.36,64,1,248091,LOW
421,14145.24,197,99.17,0.5977,logistics,500000.0,62,1,385448,LOW
216,13122.2,192,92.17,0.9268,services,500000.0,110,1,416042,LOW
465,12386.59,230,91.47,0.5816,manufacturing,500000.0,164,1,419413,LOW
224,45317.42,10,100.0,0.8231,retail,500000.0,75,0,50000,HIGH
244,12514.83,168,99.78,0.7864,services,500000.0,146,1,381881,LOW
417,13633.89,128,92.94,0.8652,retail,500000.0,16,1,400923,LOW
401,37981.94,238,90.4,0.5997,services,500000.0,17,1,397212,LOW
50,22514.51,152,78.34,0.8084,fnb,362069.36,24,1,345029,LOW
39,38846.69,99,94.6,0.3586,fnb,500000.0,98,0,50000,HIGH
257,3315.04,172,90.99,0.4125,retail,287463.32,196,0,50000,HIGH
394,24404.18,112,96.43,0.404,fnb,500000.0,130,0,50000,HIGH
86,1729.0,60,98.86,0.6932,services,116336.91,138,1,176912,MEDIUM
375,3179.53,190,100.0,0.3807,services,500000.0,181,1,366360,LOW
260,45326.55,87,94.7,0.2851,retail,500000.0,179,1,367067,MEDIUM
201,7005.31,145,83.63,0.1963,manufacturing,442441.45,197,1,318307,MEDIUM
307,26644.41,65,74.81,0.4592,services,500000.0,14,0,50000,HIGH
413,20584.23,223,85.4,0.9212,services,500000.0,112,1,432726,LOW
454,17399.8,223,100.0,0.5776,logistics,500000.0,66,1,402035,LOW
14,44996.68,234,100.0,0.7766,fnb,339933.48,82,1,261588,MEDIUM
316,1140.08,57,90.1,0.4868,retail,188883.54,93,1,187803,MEDIUM
290,33206.29,183,80.31,0.2121,services,500000.0,181,1,360559,MEDIUM
246,48171.55,106,86.81,0.6367,tech,500000.0,192,1,389776,LOW
255,28030.4,181,100.0,0.6248,services,500000.0,72,1,384360,LOW
369,46844.28,184,87.27,0.4776,logistics,500000.0,101,1,377303,LOW
9,2660.28,226,96.71,0.8926,logistics,227191.07,49,1,237934,MEDIUM
123,20968.73,9,93.35,0.7649,services,500000.0,90,0,50000,HIGH
293,13044.88,22,97.68,0.2149,manufacturing,500000.0,190,0,50000,HIGH
378,36554.51,141,100.0,0.7472,fnb,500000.0,37,1,365181,LOW
69,49065.79,89,96.72,0.7476,services,500000.0,177,0,50000,HIGH
150,12863.68,176,93.18,0.54,services,500000.0,196,1,379418,MEDIUM
228,32726.02,18,100.0,0.5652,manufacturing,500000.0,161,1,346668,MEDIUM
243,9944.98,115,94.8,0.5679,fnb,500000.0,150,1,387412,MEDIUM
181,28288.25,204,85.66,0.5552,retail,500000.0,70,1,384220,MEDIUM
271,23223.43,168,97.5,0.5664,logistics,500000.0,33,1,371007,LOW
345,48601.67,145,95.58,0.7273,manufacturing,500000.0,28,1,435016,LOW
286,30445.94,143,89.54,0.813,tech,500000.0,88,1,409867,LOW
67,17507.84,106,87.86,0.4052,services,500000.0,4,1,334391,MEDIUM
221,5749.08,15,89.61,0.3898,retail,497422.93,66,0,50000,HIGH
346,7604.78,207,87.74,0.7262,retail,500000.0,77,0,50000,HIGH
319,11304.58,63,89.87,0.7874,logistics,500000.0,110,1,368558,LOW
287,12585.78,167,85.26,0.7925,retail,500000.0,49,1,362268,LOW
181,42538.27,13,95.09,0.5078,tech,500000.0,128,0,50000,HIGH
465,28083.08,81,94.49,0.5302,fnb,500000.0,139,1,358710,MEDIUM
421,26193.38,32,94.76,0.7537,logistics,500000.0,35,1,389330,LOW
102,5782.71,137,91.5,0.1748,logistics,363014.24,167,0,50000,HIGH
109,43013.98,40,90.58,0.6435,logistics,500000.0,138,0,50000,HIGH
103,36154.57,148,100.0,0.6545,retail,500000.0,74,1,378681,LOW
389,3430.03,218,92.54,0.1496,services,426322.96,200,1,347659,LOW
409,35406.36,219,100.0,0.1789,retail,500000.0,69,1,343181,LOW
500,27199.73,213,84.03,0.7329,retail,500000.0,151,1,395767,LOW
315,4132.18,82,96.71,0.7621,fnb,486630.35,34,1,356139,MEDIUM
10,22942.12,77,86.12,0.7512,manufacturing,144531.93,124,0,50000,HIGH
480,24260.58,208,87.55,0.8297,retail,500000.0,111,1,459930,LOW
469,8330.44,201,88.7,0.6468,tech,500000.0,32,1,393873,LOW
201,47287.62,191,88.2,0.7341,retail,500000.0,16,1,377447,LOW
355,42506.27,76,88.24,0.6794,fnb,500000.0,68,1,383783,LOW
137,33467.67,172,100.0,0.4329,retail,500000.0,54,0,50000,HIGH
362,23141.66,38,92.36,0.8388,logistics,500000.0,124,1,406464,LOW
263,20617.69,211,93.8,0.2478,retail,500000.0,156,1,416499,LOW
441,32566.12,188,88.34,0.5576,logistics,500000.0,112,1,406567,LOW
27,27294.32,71,98.86,0.5954,services,211333.88,60,0,50000,HIGH
489,3160.54,227,94.84,0.5339,tech,500000.0,78,1,413887,LOW
57,25649.51,48,89.53,0.6184,fnb,500000.0,76,1,347680,MEDIUM
169,40329.86,18,79.33,0.3796,services,500000.0,60,0,50000,HIGH
206,22989.03,144,93.73,0.3985,manufacturing,500000.0,85,1,322080,MEDIUM
462,2645.23,183,96.61,0.9476,logistics,500000.0,112,1,415924,LOW
87,39324.6,39,84.17,0.7052,services,500000.0,80,1,357645,MEDIUM
149,10108.12,196,89.64,0.7944,logistics,465058.89,118,1,384517,LOW
89,12968.11,187,96.3,0.7778,retail,500000.0,172,1,382479,LOW
82,8277.08,89,79.43,0.3755,manufacturing,270892.87,2,0,50000,HIGH
461,16544.24,224,86.81,0.7302,fnb,500000.0,23,1,394276,LOW
370,37849.74,62,95.02,0.6662,retail,500000.0,46,1,353638,LOW
5,25993.32,232,100.0,0.7827,fnb,54036.61,73,0,50000,HIGH
55,10283.82,141,100.0,0.8875,logistics,259950.94,54,1,234733,MEDIUM
177,43897.61,109,100.0,0.683,tech,500000.0,71,1,345875,LOW
209,43985.11,81,93.15,0.6413,fnb,500000.0,125,1,398898,MEDIUM
264,43535.39,229,88.13,0.5976,logistics,500000.0,81,1,377854,LOW
450,11977.87,134,99.38,0.5305,services,500000.0,9,1,374110,LOW
453,22589.41,211,87.65,0.9055,manufacturing,500000.0,70,1,430411,LOW
373,49250.23,77,85.9,0.3595,retail,500000.0,172,0,50000,HIGH
492,38612.02,188,89.56,0.6132,services,500000.0,84,1,365958,LOW
292,1407.01,90,88.55,0.7243,retail,250083.13,74,1,196812,MEDIUM
38,3306.97,14,95.3,0.6328,fnb,157769.5,73,0,50000,HIGH
352,23223.37,95,87.18,0.9033,services,500000.0,12,1,414233,LOW
99,45465.55,54,92.68,0.7646,logistics,500000.0,32,1,389908,MEDIUM
76,26958.15,132,100.0,0.1445,services,500000.0,162,0,50000,HIGH
43,24915.73,39,92.98,0.9694,tech,410591.71,83,0,50000,HIGH
158,5318.41,72,100.0,0.5018,logistics,274021.83,33,1,225733,MEDIUM
254,32856.17,25,100.0,0.5481,retail,500000.0,64,1,358676,MEDIUM
166,41114.05,77,96.74,0.4248,fnb,500000.0,48,1,346216,MEDIUM
442,19051.98,160,89.17,0.8825,manufacturing,500000.0,16,1,390224,LOW
122,38791.81,187,100.0,0.7489,tech,500000.0,178,1,382032,LOW
263,48225.61,230,90.0,0.5749,tech,500000.0,114,1,379794,LOW
383,10228.13,191,91.98,0.4789,logistics,500000.0,151,1,380573,MEDIUM
310,26190.32,166,94.64,0.3668,services,500000.0,26,1,345200,MEDIUM
272,14392.54,120,91.96,0.424,logistics,500000.0,54,0,50000,HIGH
453,39653.08,220,86.24,0.6153,fnb,500000.0,172,1,403870,LOW
58,28900.79,53,79.78,0.5325,fnb,500000.0,37,0,50000,HIGH
240,31747.39,222,99.67,0.6489,manufacturing,500000.0,9,1,400423,LOW
393,39905.81,195,96.56,0.2971,logistics,500000.0,13,0,50000,HIGH
482,19828.73,156,78.24,0.5181,tech,500000.0,60,1,403289,LOW
226,45758.75,131,86.03,0.699,fnb,500000.0,106,1,389428,LOW
255,26674.79,237,93.43,0.4859,logistics,500000.0,126,1,395786,LOW
317,7939.84,226,95.54,0.9428,logistics,500000.0,80,1,410106,LOW
405,34810.16,208,79.85,0.7562,manufacturing,500000.0,128,1,389672,LOW
116,39673.4,150,91.29,0.5005,fnb,500000.0,130,1,387400,MEDIUM
259,15872.25,96,96.32,0.2934,manufacturing,500000.0,60,1,376943,MEDIUM
307,42866.1,166,89.19,0.6791,services,500000.0,185,1,384197,LOW
411,45311.86,200,94.05,0.7054,manufacturing,500000.0,115,1,411148,LOW
211,13881.38,72,88.1,0.5779,manufacturing,500000.0,43,0,50000,HIGH
233,49176.9,62,99.27,0.3442,logistics,500000.0,147,1,379194,MEDIUM
345,7078.54,185,85.61,0.504,retail,500000.0,124,1,395663,LOW
402,10140.68,6,82.86,0.7054,fnb,500000.0,139,1,380580,MEDIUM
70,9252.03,206,92.23,0.2977,services,410912.38,47,1,287107,MEDIUM
79,44704.79,32,80.53,0.661,fnb,500000.0,63,1,359176,MEDIUM
439,32731.91,99,75.16,0.9706,tech,500000.0,135,1,398533,LOW
